t_s,B_x_nT,B_y_nT,B_z_nT
987.5,46641.2029924784,4561.84103394879,-2907.09546260385
988,46531.8647302466,4199.94809472805,-4693.63551065887
988.5,46349.0079806593,3871.58148201415,-6471.81823157823
989,46093.9154404127,3578.28458636611,-8238.32258786031
989.5,45768.0193646511,3321.50838082447,-9989.85563310244
990,45372.8974620616,3102.60760950271,-11723.158605614
990.5,44910.2685186016,2922.83723608713,-13435.0129412565
991,44381.9877592085,2783.3491524531,-15122.2461946383
991.5,43790.0419567146,2685.18914686666,-16781.7378579974
992,43136.5442970721,2629.29413062011,-18410.4250673274
992.5,42423.7290098953,2616.48962145179,-20005.3081855447
993,41653.9457732585,2647.48748172235,-21563.4562527517
993.5,40829.6539016578,2722.88390906209,-23082.0122939269
994,39953.4163260566,2843.15767705829,-24558.1984746649
994.5,39027.893375003,3008.66862351812,-25989.3210958979
995,38055.8363659256,3219.65638390853,-27372.7754188488
995.5,37040.0810159014,3476.23936773707,-28706.0503118108
996,35983.5406814375,3778.41397588184,-29986.7327106937
996.5,34889.1994371239,4126.05405719757,-31212.5118856449
997,33760.1050034046,4518.91060310799,-32381.1835064311
997.5,32599.3615341636,4956.61167932081,-33490.6534996554
998,31410.1222753506,5438.66259427281,-34538.9416912862
998.5,30195.5821064566,5964.44630439752,-35524.1852283856
999,28958.9699773004,6533.22405680833,-36444.641774347
999.5,27703.5412532971,7144.13627047932,-37298.692472381
1000,26432.5699831358,7796.2036574768,-38084.8446724304
